dealer_id,employee_id,employee_name,employee_role,hire_date,employee_email,employee_phone,vin,vehicle_brand,vehicle_model,vehicle_year,vehicle_price_usd,sale_date,customer_state,sales_status
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,C5LRME0J9ZD481L0H,Chevrole,Malibu,2018,18284.96,2025/11/28,az,Sold 
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,8DZA6YWZGAZM2ZAG4,Honda,Civic LX,2016,10566.73,2022-07-05,SC,in progress
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,5LJZ4AZNHNVCJ23YC,Honda,Civic LX,2019,15922,22/06/2023,ms,Delivered
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,GBJKZ9ASDY4A47VV,Hyundai,Kona,2020,23375.74,2024-08-24,OR,Sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,KRHJ2CUNK4BNFD13W,Acura,ILX,2021,25593.74,2025-03-14,TX,Returned
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,V7UG4MT80YWHGAJY0,Honda,CR-V,2020,0,2023-10-17,PA,SOLD
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,5GEYW7NKCJN3TZ05H,Ford,F-150,2019,40246.92,30/06/2022,OR,sold
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,9EL59112UPMALPA96,BMW,X3,2016,27090.69,2025-04-28,WA,Delivered
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,PHAZ0XFTJ3VXDAZRU,For,Escape,2019,18447.81,2025/07/28,CA,cancelled
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,2K5R40K7F8M6MMN8M,Toyota,RAV4,2022,30495,03-06-2022,TX,DELIVERED
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,BHACJSFUKAAGYFNJ7,Toyota,Tacoma,2021,36982.89,2025-10-10,nc,sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,BR41KZVR1H8LHRGV,Nissan,Altima,2015,16068.06,05-30-2023,CA,In Progress
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,TEAKKXK157EH4UKFX,Chev,Silverado,2021,40227,2023-05-11,WA,Sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,F3RFS0APB07JHDZ0J,Nissan,Rogue Sport,2022,26810.10,11-30-2022,GA,Sold
D001,e1001,Johnmiller,Sale Associate,2022-03-14,johnmiller.@sunsetauto.com,555-213-7788,LBK0KFSEA3KM7JW73,Ford,Escape,2020,$19388.98,2024-09-01,nc,Sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,WR4LUF1JP2DR2ME67,Hyundai,Kona,2018,19225.78,2024-10-06,TX,Delivered
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,NCSUFC7CDXFWAZV29,Foord,Fusion,2018,0,2025/09/05,Ohio,soldd
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,FRPKL9Y5JYV04C1SP,Ford,Escape,2017,20184,2024-12-19,CA,Sold
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,6T7T5JH8C0V23J509,Tesla,Model 3,2021,34407.11,2025-05-22,FL,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,R16FZ666GFMG24N2,Ford,F-150,2019,35171,2023/08/07,NC,PENDING
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,47PDPB4UTMFKEU2FW,Ford,Mustang,2017,28678,2024-06-07,SC,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,1ANEKXXAK6K8XH3TA,Tesla,Model Y,2021,47713.43,2025-11-21,AL,sold
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,A00BWW9H8633ZZ4YH,Kia,Optima,2020,17068.12,2024-05-18,AL,delivred
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,B3G8G59CV3PR61HN7,Hyundai,Tucson,2021,28839.85,2023-10-15,OR,Sold
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,A3CABK0XYL4S2N2D4,Ford,Fusion,2016,11858.75,2024-12-06,OH,delivered
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,PFFB4AKBF1BJ6ZMSR,Hundai,Kona,2022,26899,04-25-2024,GA,IN TRANSIT
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,E80P2G8B3E8EP31X5,For,Escape,2022,$24174.02,2022-01-06,TX,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,B9KP0HPBXJRFJUU7N,Toyota,RAV4,2019,27535,2023-07-10,CA,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,LP8454UXG14NZ0E5L,Ram,1500,2017,$35225.57,2025-04-14,NV,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,XHAXAYP6XRE1VPPGU,Tota,Corolla,2016,13837,2025-10-22,FL,Sold
D012,E1023,George Baker,Sales Associate,2018-09-31,georgebaker@sunsetautos.com,555-431-7781,X1SBVBA6VJ2CCYBE7,Honda,CR-V,2018,28442,2025-09-09,CA,sold
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,GBRDAJGX4RLFN0ADT,Chevrolet,Malibu,2018,17846.58,2022-01-10,CO,In Transit
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,5HS78UX7RFTVFZSP,Honda,Accord,2017,20700.61,2024-03-22,CO,IN PROGRESS
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,59N2NEU4LWGK6GHSB,Honda,CR-V,2019,$24796.99,2023-01-22,OH,sold
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,4NVN2MU84GDSHRHDC,Toyota,Camry,2017,20948,2023-07-09,CA,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,97WSLXELMY6KA74YB,Ford,Fusion,2020,17153.69,2023/02/22,Virginia,Sold 
D007,E1013,Kevi Martin,Sales consultant,2016-01-11,kevin.martin@sunsetautos.com,555-321-9090,GGWY58ZT8T06AZWY7,For,Escape,2020,25094.90,2025-09-01,TX,SOLD
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,GU5MTZY23UWNCYH46,Toyota,Corolla,2018,$15737.85,28/05/2025,OH,sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,D8WA4ZADTJZV9KFUK,Chevrolet,Tahoe,2017,-34973.75,2023-08-03,Texas,Delivered
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,XJNTJ3NWWFW6M14GJ,Nissan,Leaf,2016,10113.70,2025/07/22,TX,Sold
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,JVD2J2A66DFDUGYGV,Toyota,Corolla,2015,13450,2025/11/04,TX,Delivered
D001,e1001,Johnmiller,Sale Associate,2022-03-14,johnmiller.@sunsetauto.com,555-213-7788,HEAKHGSPG7B952DHW,onda,Accord,2022,0,10-27-2025,WA,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,77VVG80U21G634KBV,Nisan,Altima,2021,25355,2024-01-10,AZ,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,Z19EMKZY6JUW2E717,Tesla,Model Y,2020,48689,2023/09/17,CO,delivered
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,7XRSGM13EDTHCE50B,BMW,X3,2020,$36493.06,2023-09-13,CA,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,GPCJA03EYM8NP79ZZ,Chevrolet,Tahoe,2018,41352,2024-02-03,NC,Delivered
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,T1ZELVES9W2DH7TBC,Foord,Explorer,2018,29486,2023-05-25,SC,In Progress
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,E3F7JUCGC89RZ47WR,Hyundai,Sonata,2018,17160.01,2022-10-07,OR,Sold
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,0ZNY4DSRFAR3CAsDE,Chevrolet,Malibu,2018,$16561.00,2023-01-12,NY,In Progress
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,0VSUX9GDZ38UFPJRW,Toyta,Corolla,2016,13518.36,05-27-2023,Texas,DELIVERED
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,18B115CRP1M4DWCZB,Jeep,Grand Cherokee,2015,24854.55,05-27-2025,CA,Sold
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,V64TL16SjAUUFSVY2,Toyota,Tacoma,2022,$35090.20,2023-09-26,NY,delivered
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,3DFUXE5MTUT8JRMKD,Nissan,Sentra,2017,12814,03-17-2024,MI,delivered
D011,E1021,Jason Scott,Sales Associate,2023-05-12,jason.scott@sunsetautos.com,555-555-5555,ESPX03E4VKBX0Y307,Foord,Fusion,2017,$13467.92,2023-01-12,WA,Sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,ER93HD75XUNVSYS0R,Nissan,Sentra,2020,$20291.19,2025-02-08,AZ,delivred
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,S3JtVYXHF339K8NM6,Chevrolet,Malibu,2017,15209.03,23/10/2024,OR,sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,YGCEZ5354V7JM9FKA,Tota,Camry,2016,19476.04,2023-09-13,ZZ,Sold
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,1XMKCP4UXGZVLHVU8,Jeep,Grand Cherokee,2019,30517.07,2025-04-30,SC,sold
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,NA8B0PV45J6VHH548,Honda,Civic,2018,-19590.35,2025-12-24,IL,Delivered
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,C4GXNCASJ1RNT7K8M,Hnda,Civic,2020,22012.19,2023-03-29,VA,Sold
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,Z7MWRV882Z7VGRHV3,Toyota,Tacoma,2020,34497.75,2023-09-04,MI,Sold
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,3DXTX32542TDU8RYC,Toyota,Camry,2022,0,2024-08-06,TX,sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,EDP0NL2RVL0Y3PSAC,Nissan,Rogue Sport,2021,23032.15,2025-07-17,FL,sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,FEE93BAKG2NWX49BW,Honda,Accord,2015,$20114.71,2023-04-21,AZ,Sold
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,G5RB2R507GWYKFGLP,Toyota,RAV4,2019,27150.38,2024-04-05,VA,In Transit
014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,AUP88XSX679FG4E1J,Jeep,Grand Cherokee,2022,31720,2022-10-06,NC,sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,UX0LKVP0T76PYJL7A,Chevrolet,Equinox,2017,19021,2022-06-01,FL,In Progress
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,V4W02TNEKGPUMTGJ1,Toyota,Corola,2022,25691,28/08/2025,CA,sold
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,XW9HS2117ZWXFPLUK,onda,Accord,2017,19606.78,2024-07-26,ny,Delivered
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,0MAN50NAWYG0T9AUC,Honda,CR-V,2022,31328.53,2024/05/23,OH,sold
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,KMJF3HD5DXGUNBYXL,Ford,Mustang,2022,37253.29,2024-12-17,CA,soldd
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,AWUZHY6F6FHFMFMXB,Foord,Escape,2021,22050,2025-03-12,WA,Sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,UNMVT5TF8Z0Z5LC1K,Hyundai,Kona,2019,19332.15,2023-09-12,NY,Pending 
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,7J6X01CXGZAL37YYG,BMW,X3,2016,28872.22,2023-03-18,Georgia,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,R9G34U2BL9LWNJJYD,Nissan,Leaf,2018,10239,2023-10-26,PA,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,0A7LZG72P716SG1JX,Honda,Accord,2019,25291.28,2022-10-29,CA,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,9A2ERJ8NCPW4FY1M4,Chevrolet,Tahoe,2022,45510,2023-09-16,TX,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,J916A824DW4TH5907,Hyundai,Sonata,2022,23673,12-04-2025,OR,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,D6VCH860D0T4YVBUM,Nissan,Rogue Sport,2017,17754.54,2024-06-10,VA,Sold 
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,S6CEX0CKG19FYW42B,Hyunday,Kona,2019,20490.88,09-24-2025,FL,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,4UMU9C2MVUA3PB3JU,Honda,CR-V,2019,-28279.89,2024-12-11,NC,Sold
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,5K68PL1T2CF8ZFP0W,Nissan,Leaf,2017,9466.31,2023-09-01,FL,Sold
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,G2PPHVML23ZP3UX0G,Toyota,Corolla,2019,$21138.30,2025-08-21,NC,pendng
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,6MG1333NBRJ9F3BXS,Chevrolet,Equinox,2018,19566,2024-09-12,GA,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,EbP66S5SM69HYLS6E,Chevrolet,Silverado,2017,33217.63,17/05/2025,TX,sold
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,2954HGKTHL03YKS7P,Honda,Civic,2015,18008.55,09-15-2023,VA,SOLD
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,R00VWLw75VKJKV1TR,Honda,Civic LX,2018,14566.57,2024-03-01,CA,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,7M71AEYRWPRKUHNZ8,Toyota,Camry,2020,25342,2025/11/27,SC,Delivered
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,FD5SSTMSR6MCUUFNE,Hyundai,Elantra,2015,9813.50,2022-04-07,GA,Pending
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,8WA4H5N6AT3U8MY97,Chevrolet,Malibu,2017,15320.92,2025-04-28,CA,Delivered
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,WG5YMNGRPW9WX7GWP,Nissan,Altima,2017,$17546.12,2022-03-25,ZZ,sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,0KWYZX5W423A2D3ZJ,Toyota,Tacoma,2021,34534,2025-01-23,SC,PENDING
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,SLX77C18SU1DGDYU0,Ford,Mustang,2021,30528.40,2023/06/29,CO,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,VBJEX05PMX6R60YNT,Ford,Escape,2021,20908.97,2025-01-04,AZ,Sold
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,VYEEFHL9F6NE4U65K,Chrysler,Pacifica,2021,34647.00,2022-09-11,FL,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,X6NZKNKPWMGBCJZEX,Tesla,Model Y,2022,45555,2025-09-07,CA,PENDING
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,D552NP1HFM9HLPH8Z,Hnda,CR-V,2015,17392.91,03-03-2023,CO,SOLD
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,WRF17BUXCKSMAJKJ7,Chevrolet,Malibu,2018,16128.09,2022/10/28,CO,Sold
D013,E1026,Susan Mitchell,Sales Manager,2020-07-20,susan.mitchell@sunsetautos.com,,W20TXBBYB7CK3C1LL,Toyota,Camry,2017,$23711.01,14/03/2023,tx,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,G78NJR9JKRFG2VGSR,Chrysle,300,2021,$27884.91,23/04/2025,MI,Sold
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,DNMAKCSL2XA77ZN25,Tesla,Model 3,2020,0,2024-04-15,OH,Sold
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,TE04BJGR6HHVJZW54,Toyota,Camry,2019,$23832.70,2025-12-17,CO,Pending
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,0RL0LGLRK4NUD2V13,Ford,Escape,2017,19806.61,2024-02-10,GA,Sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,2L32NSZERUJ2HKP5K,Ram,1500,2016,29295.84,2025-01-04,AL,Cancelled
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,UC1TH64L8VRGF0S84,Honda,Civic LX,2017,10473.03,11-09-2024,AZ,Delivered
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,811CGGGHS032CZ56C,Toyta,RAV4,2018,27015,2025-08-25,NY,SOLD
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,ZSU5DX6TLPX2ZM8FY,Nissan,Sentra,2016,14388.66,2024-10-31,FL,delivered
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,0LLXBHNW9VM2ENFF2,Nissan,Sentra,2022,22963.59,2022-05-12,FL,sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbel@sunsetautos.com,555-678-9901,RRSR5PKAVSB753N3M,Jeep,Wrangler,2016,$29188.38,08-29-2024,MS,SOLD
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,SJG97XGRZR6UD658,Toyota,RAV4,2019,27164,2025-01-15,Utah,Sold 
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,J2P5WWYR93KXADZHE,Ford,Fusion,2014,0,2024-09-24,NC,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,317JYMGWZM4T8FMT2,Chrysler,Pacifica,2022,28859,2023-09-03,VA,Delivered
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,0eMN8MPZGK0M5M9K5,Nisan,Altima,2020,19280,26/11/2025,CA,In Progress 
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,15HEYS0KS8N2CZD7G,Toyota,Camry,2017,24040.90,2022-09-30,SC,In Progress
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,B8GX71W8VDCNFWMXD,Chevrolet,Silverado,2019,38244,2022-04-07,NY,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,P8PAc1PHVASYM1R02,Toyota,Camry,2020,24429,08-09-2024,TX,Sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,8TA2C5JREHHL8EMXL,Nissan,Rogue Sport,2022,26580,2023/09/30,TX,In Progress 
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,77GHRC1MFES405K5C,Honda,Civic,2021,24594.06,2024-12-25,CA,Returned
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,MNY5B5ESVLKXDHE3B,Toyota,RAV4,2017,$24368.15,2022-12-12,FL,Sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,71V15S8TZ67K60RKV,Ford,F150,2021,40575.92,12-09-2022,CA,delivered
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,33655160YX2JPSPNN,Ford,Mustang,2021,31726.25,10-12-2025,FL,In Transit
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,NPYL14M5BP1MUK2NK,Nisan,Rogue Sport,2020,26042.23,2024/11/05,IL,Sold
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,ZNKPWE0X57YMVWGLK,Chevrole,Malibu,2020,-20989.10,2022-11-14,CO,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,LB05M5B8ZYF0EMJW2,Hyundai,Kona,2018,$21034.04,2022-12-31,NY,Sold 
D011,E1021,Jason Scott,Sales Associate,2023-05-12,jason.scott@sunsetautos.com,555-555-5555,N9UB8XLDSWT54YCU6,BMW,328i,2015,21103,28/01/2023,TX,Pending
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,43YJZTN8VUF5FX9HB,Toyota,Tacoma,2019,31894,2025-02-03,Georgia,Returned
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,6YGHDJNFMFFA4RPDF,Ford,F-150,2018,$38953.47,2024-03-27,NC,In Transit
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,HENMXRL2V39VP4TZS,Honda,Civic,2022,$21419.39,2024-12-09,ZZ,cancelled
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,X0ETX5Z708W8XNRLC,Tesla,Model 3,2022,41918,25/11/2024,AL,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,4MKMPGB27KUYNB82L,Ford,Mustang,2021,33117.06,2025-07-08,CA,Sold
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,8P38AWLYW4HJVY0J0,Chrysler,200,2013,8500.00,2024-01-12,CA,Delivered 
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,JXRSS87BX9G1KXF86,Tesla,Model Y,2022,50262.48,2025-12-09,FL,SOLD
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,X8XNNHVDN9VS14AWT,Hyundai,Elantra,2015,12428.77,2023/01/21,North Carolina,Pending
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,LJXBHDX70KX1B4X2M,Ford,Mustang,2017,26644,2025-01-10,VA,sold
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,ZYF3YE82D32KFP5LH,Hyunday,Kona,2021,20456.37,2025-03-02,CA,sold
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,2B9V8B3ECNCPR8AZF,Honda,Civic,2015,18110.80,2023-11-06,fl,pending
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,HV5B592PMHC1GPNWP,Nissan,Sentra,2020,19309,2025-05-02,FL,Sold
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,L87VSEGABDAUAW51L,onda,Civic,2019,22766,2023/09/14,FL,CANCELLED
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,(555)-119-8877,B7MAHFS6UUB7EKPE2,Honda,Civic,2016,17849.95,2022-07-27,ZZ,in progress
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,AC48RDV0F067L00KX,Nissan,Sentra,2019,18668.01,2023-03-13,TX,Delivered
